Rk,Player,Nation,Position,Squad,Age,Born,90s,Goals,PK,PKatt,Shots Total,Shots on Target,FK Shots,Shots on Target %,Shots per 90,SOT per 90,Goals per Shot,Goals per SOT,xG,npxG,npxG per Shot,Goals minus xG,np Goals minus xG,Assists,xA,Assists-xA,KeyPasses,Total Passes Completed,Total Passes Attempted,Total Passes Completed%,Short Passes Completed,Short Attempted Passes,Short Passes Completed%,Medium Passes Completed,Medium Passes Attempted,Medium Passes Completed%,Long Passes Completed,Long Passes Attempted,Long Passes Completed%,Passes With LF,Passes with RF,Free Kick Passes,Through Ball Passes,Corner Kicks,Throw Ins,Passes into final third,Passes Into Penalty Box,Crosses into Penalty Box,CrdY,CrdR,2CrdY,FoulsCommitted,FoulsDrawn,Offsides,Crosses,SuccessfulTackles,Interceptions,PKwon,PKcon,OG,SuccessfulDribbles,AttemptedDribbles,SuccessfulDribbles%,PlayersDribbledPast,Nutmegs,DribblersTackled,DribblesContested,%DribblersTackled,DribbledPastByOpponent
415,Lucas Perrin,fr FRA,DEF,Marseille,20,1998,4.0,0,0,0,3,1,0,33.3,0.75,0.25,0.00,0.00,0.3,0.3,0.09,-0.3,-0.3,0,0.0,0.0,0,238,256,93.0,5,6,83.3,138,142,97.2,95,108,88.0,41,199,9,0,0,4,6,0,0,2,0,0,9,6,0,0,6,8,0,0,0,2,3,66.7,2,0,11,16,68.8,5
416,Danijel Petković,me MNE,GK,Angers,26,1993,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,15,15,100.0,0,0,0,3,3,100.0,12,12,100.0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
417,Denis Petrić,rs SRB,GK,Nantes,31,1988,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,8,20,40.0,0,0,0,2,2,100.0,6,18,33.3,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,2,50.0,1
418,Rayan Philippe,fr FRA,DEF,Dijon,18,2000,0.3,0,0,0,1,0,0,0.0,3.10,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0,0,0.0,0.0,0,5,7,71.4,0,0,0,5,6,83.3,0,1,0.0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,0,0,1,2,50.0,1
419,Romain Philippoteaux,fr FRA,FWD,Nîmes,31,1988,21.9,5,0,0,31,12,0,38.7,1.41,0.55,0.16,0.42,2.6,2.6,0.08,+2.4,+2.4,2,1.4,+0.6,22,439,617,71.2,14,42,33.3,368,447,82.3,57,128,44.5,74,486,6,4,10,27,24,28,5,3,0,0,17,21,3,45,12,13,1,0,0,28,66,42.4,36,5,24,61,39.3,37
420,Jérémy Pied,fr FRA,DEF,Lille,30,1989,5.0,0,0,0,2,0,0,0.0,0.40,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.3,-0.3,3,248,326,76.1,5,14,35.7,205,235,87.2,38,77,49.4,23,225,6,0,0,60,26,8,4,2,0,0,8,8,0,20,12,7,0,2,0,6,11,54.5,7,1,21,31,67.7,10
421,Maxime Poundjé,fr FRA,DEF,Bordeaux,26,1992,0.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,5,5,100.0,0,0,0,5,5,100.0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
422,Gaëtan Poussin,fr FRA,GK,Bordeaux,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
423,Percy Prado,pe PER,DEF,Nantes,23,1996,2.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,84,106,79.2,3,7,42.9,66,71,93.0,15,28,53.6,4,72,3,0,0,23,4,0,0,1,0,0,2,1,0,3,3,1,0,0,0,0,0,,0,0,6,10,60.0,4
424,Sanjin Prcić,ba BIH,MID,Strasbourg,25,1993,0.9,0,0,0,1,1,0,100.0,1.17,1.17,0.00,0.00,0.0,0.0,0.04,0.0,0.0,0,0.0,0.0,0,55,58,94.8,0,1,0.0,44,45,97.8,11,12,91.7,7,47,3,0,0,0,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,2,50.0,2,0,0,2,0.0,2
425,Nicolas de Préville,fr FRA,MID,Bordeaux,28,1991,21.2,5,1,1,42,18,12,42.9,1.98,0.85,0.10,0.22,4.1,3.3,0.08,+0.9,+0.7,4,4.6,-0.6,47,666,924,72.1,9,44,20.5,521,621,83.9,136,259,52.5,124,726,47,1,71,6,51,14,2,4,0,0,43,63,2,123,23,6,0,0,0,33,72,45.8,42,3,35,66,53.0,31
426,Nemanja Radonjić,rs SRB,FWD,Marseille,23,1996,9.7,5,0,0,30,14,0,46.7,3.09,1.44,0.17,0.36,2.9,2.9,0.10,+2.1,+2.1,1,0.9,+0.1,11,254,347,73.2,7,30,23.3,213,265,80.4,34,52,65.4,27,305,0,5,4,4,16,16,2,3,0,0,15,11,3,14,7,2,0,0,0,33,60,55.0,35,2,9,23,39.1,14
427,Rafael,br BRA,DEF,Lyon,29,1990,7.7,0,0,0,5,1,0,20.0,0.65,0.13,0.00,0.00,0.1,0.1,0.02,-0.1,-0.1,0,0.6,-0.6,3,356,432,82.4,6,18,33.3,318,352,90.3,32,62,51.6,53,294,1,0,0,64,24,2,1,3,0,0,16,12,0,18,18,7,0,0,0,11,20,55.0,15,0,26,34,76.5,8
428,Predrag Rajković,rs SRB,GK,Reims,23,1995,25.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,669,907,73.8,3,3,100.0,351,351,100.0,315,553,57.0,118,643,81,0,0,0,13,1,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,,0,0,0,1,0.0,1
429,Jeff Reine-Adélaïde,fr FRA,MID,Lyon,21,1998,8.8,2,0,0,4,3,0,75.0,0.46,0.34,0.50,0.67,1.0,1.0,0.25,+1.0,+1.0,1,1.6,-0.6,11,366,427,85.7,11,24,45.8,294,320,91.9,61,83,73.5,45,371,5,1,7,4,33,5,0,3,0,0,13,14,0,15,8,8,0,0,0,33,45,73.3,34,1,11,18,61.1,7
430,Jeff Reine-Adélaïde,fr FRA,MID,Angers,21,1998,0.9,1,0,0,2,1,0,50.0,2.25,1.13,0.50,1.00,0.5,0.5,0.24,+0.5,+0.5,1,0.4,+0.6,1,29,36,80.6,0,1,0.0,24,27,88.9,5,8,62.5,5,29,0,1,0,0,2,2,0,0,0,0,1,2,0,0,1,0,0,0,0,7,8,87.5,7,0,3,4,75.0,1
431,Loïc Rémy,fr FRA,FWD,Lille,32,1987,8.9,6,0,0,23,9,1,39.1,2.59,1.02,0.26,0.67,3.7,3.7,0.17,+2.3,+2.3,0,0.4,-0.4,6,147,185,79.5,3,11,27.3,124,147,84.4,20,27,74.1,15,145,0,0,0,2,13,2,1,1,0,0,10,11,9,6,3,0,0,0,0,13,18,72.2,13,1,5,9,55.6,4
432,Baptiste Reynet,fr FRA,GK,Toulouse,28,1990,21.6,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,507,814,62.3,0,1,0.0,204,206,99.0,303,607,49.9,70,600,70,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0.0,2
433,Sergio Rico,es ESP,GK,Paris S-G,25,1993,2.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,38,49,77.6,0,0,0,31,33,93.9,7,16,43.8,16,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100.0,1,0,0,0,,0
434,Renaud Ripart,fr FRA,FWD,Nîmes,26,1993,21.6,4,2,2,48,15,0,31.3,2.23,0.70,0.04,0.13,6.1,4.6,0.10,-2.1,-2.6,2,1.6,+0.4,19,400,602,66.4,16,57,28.1,315,432,72.9,69,113,61.1,81,368,1,2,0,34,33,9,2,0,0,0,21,47,7,30,14,10,0,0,0,28,64,43.8,29,2,30,52,57.7,22
435,Mihailo Ristić,rs SRB,DEF,Montpellier,23,1995,6.9,0,0,0,7,1,0,14.3,1.01,0.14,0.00,0.00,0.3,0.3,0.04,-0.3,-0.3,1,0.4,+0.6,9,225,298,75.5,7,20,35.0,164,203,80.8,54,75,72.0,197,50,4,0,0,40,15,7,6,1,0,0,14,4,1,20,6,4,0,0,0,6,11,54.5,6,1,15,26,57.7,11
436,Maxence Rivera,fr FRA,MID,Saint-Étienne,17,2002,0.3,0,0,0,1,0,0,0.0,3.75,0.00,0.00,0,0.0,0.0,0.04,0.0,0.0,0,0.0,0.0,0,4,8,50.0,0,0,0,1,5,20.0,3,3,100.0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,66.7,3,0,0,1,0.0,1
437,Agustín Rogel,uy URU,DEF,Toulouse,21,1997,7.5,0,0,0,2,0,0,0.0,0.27,0.00,0.00,0,0.2,0.2,0.08,-0.2,-0.2,0,0.1,-0.1,1,236,272,86.8,3,6,50.0,170,181,93.9,63,85,74.1,43,209,10,0,0,1,13,0,0,0,0,0,4,3,0,0,5,10,0,0,0,1,1,100.0,1,0,8,14,57.1,6
438,Alaixys Romao,tg TOG,MID,Reims,35,1984,17.8,0,0,0,11,2,0,18.2,0.62,0.11,0.00,0.00,0.7,0.7,0.06,-0.7,-0.7,0,0.9,-0.9,12,742,887,83.7,12,27,44.4,523,596,87.8,207,264,78.4,119,718,44,2,0,4,68,12,0,10,2,2,44,57,1,5,34,22,0,0,0,17,21,81.0,17,0,55,98,56.1,43
439,Valentin Rongier,fr FRA,MID,Marseille,24,1994,18.9,0,0,1,36,8,0,22.2,1.90,0.42,0.00,0.00,2.7,1.9,0.05,-2.7,-1.9,2,1.2,+0.8,22,1042,1202,86.7,31,57,54.4,814,901,90.3,197,244,80.7,177,963,16,1,1,3,112,7,0,3,0,0,31,18,0,7,48,33,0,0,0,25,32,78.1,26,0,73,116,62.9,43
440,Valentin Rongier,fr FRA,MID,Nantes,24,1994,3.0,0,0,0,4,1,0,25.0,1.33,0.33,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2,1,0.5,+0.5,9,154,179,86.0,3,4,75.0,118,130,90.8,33,45,73.3,28,140,6,1,2,2,17,3,1,0,0,0,5,3,0,6,3,2,0,0,0,5,5,100.0,5,0,4,6,66.7,2
441,Nolan Roux,fr FRA,FWD,Nîmes,31,1988,5.5,2,0,0,14,5,0,35.7,2.53,0.90,0.14,0.40,1.7,1.7,0.12,+0.3,+0.3,0,0.6,-0.6,5,80,114,70.2,7,15,46.7,67,89,75.3,6,10,60.0,2,95,1,0,0,0,3,1,1,0,0,0,6,3,2,5,1,3,0,0,0,5,11,45.5,6,0,5,8,62.5,3
442,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,32,1986,22.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,407,617,66.0,1,1,100.0,217,219,99.1,189,397,47.6,16,503,66,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
443,Gerónimo Rulli,ar ARG,GK,Montpellier,27,1992,23.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.2,-0.2,2,605,804,75.2,0,1,0.0,242,244,99.2,363,559,64.9,87,539,71,1,0,0,8,1,0,0,0,0,2,6,0,0,0,3,0,2,0,0,0,,0,0,0,1,0.0,1
444,Roli Pereira de Sa,fr FRA,MID,Nantes,22,1996,0.1,0,0,0,1,0,0,0.0,18.00,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.1,-0.1,2,11,12,91.7,0,0,0,9,10,90.0,2,2,100.0,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0
445,Youssouf Sabaly,sn SEN,DEF,Bordeaux,26,1993,8.2,0,0,0,3,1,0,33.3,0.37,0.12,0.00,0.00,0.2,0.2,0.05,-0.2,-0.2,1,1.2,-0.2,11,397,488,81.4,8,20,40.0,341,391,87.2,48,77,62.3,90,303,4,3,0,70,28,6,1,0,0,0,7,9,0,23,14,14,0,0,0,11,18,61.1,12,0,18,29,62.1,11
446,Ihsan Sacko,fr FRA,FWD,Nice,22,1997,1.6,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.3,-0.3,3,32,43,74.4,0,0,0,28,38,73.7,4,5,80.0,5,36,0,1,0,1,1,3,0,0,0,0,0,2,0,3,1,0,0,0,0,2,7,28.6,2,0,1,1,100.0,0
447,Wesley Saïd,fr FRA,MID,Toulouse,24,1995,11.8,2,0,0,23,10,0,43.5,1.96,0.85,0.09,0.20,2.4,2.4,0.10,-0.4,-0.4,1,0.8,+0.2,8,293,363,80.7,8,18,44.4,237,273,86.8,48,72,66.7,80,260,10,1,1,3,28,11,2,2,0,0,9,6,1,19,7,11,0,0,0,29,41,70.7,30,0,10,21,47.6,11
448,Théo Sainte-Luce,fr FRA,DEF,Nîmes,20,1998,0.2,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2,2,100.0,0,0,0,1,1,100.0,1,1,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0.0,1
449,Hiroki Sakai,jp JPN,DEF,Marseille,29,1990,17.9,0,0,0,3,0,0,0.0,0.17,0.00,0.00,0,0.1,0.1,0.03,-0.1,-0.1,0,1.0,-1.0,14,937,1106,84.7,16,42,38.1,790,876,90.2,131,188,69.7,80,777,12,1,0,188,70,7,4,3,0,0,24,12,0,25,35,23,1,1,0,12,26,46.2,13,1,62,85,72.9,23
450,William Saliba,fr FRA,DEF,Saint-Étienne,18,2001,9.0,0,0,0,2,0,0,0.0,0.22,0.00,0.00,0,0.1,0.1,0.04,-0.1,-0.1,0,0.0,0.0,0,384,439,87.5,4,6,66.7,283,313,90.4,97,120,80.8,44,342,9,0,0,16,30,0,0,0,0,0,2,4,0,0,15,19,0,0,0,8,10,80.0,8,0,21,26,80.8,5
451,Romain Salin,fr FRA,GK,Rennes,35,1984,4.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,96,130,73.8,1,1,100.0,36,36,100.0,59,93,63.4,81,22,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0.0,1
452,Mama Samba Baldé,gw GNB,FWD,Dijon,23,1995,16.7,6,0,0,46,15,0,32.6,2.75,0.90,0.13,0.40,5.0,5.0,0.11,+1.0,+1.0,2,2.7,-0.7,19,223,327,68.2,9,29,31.0,192,252,76.2,22,46,47.8,63,218,1,1,2,4,14,6,2,1,0,0,26,20,6,18,19,5,0,0,0,28,56,50.0,34,1,32,46,69.6,14
453,Junior Sambia,fr FRA,DEF,Montpellier,22,1996,5.8,1,0,0,12,5,2,41.7,2.08,0.87,0.08,0.20,0.4,0.4,0.03,+0.6,+0.6,1,0.1,+0.9,3,174,230,75.7,2,3,66.7,136,161,84.5,36,66,54.5,39,141,3,0,1,40,12,6,4,2,1,0,12,13,1,23,12,4,0,0,1,4,12,33.3,4,0,13,21,61.9,8
454,Frédéric Sammaritano,fr FRA,MID,Dijon,33,1986,4.6,1,0,0,8,2,2,25.0,1.73,0.43,0.13,0.50,0.5,0.5,0.06,+0.5,+0.5,1,1.3,-0.3,16,151,195,77.4,6,12,50.0,111,128,86.7,34,55,61.8,33,158,14,1,22,0,4,4,1,0,0,0,7,7,2,36,7,0,0,0,0,3,8,37.5,4,0,12,20,60.0,8
455,Renato Sanches,pt POR,MID,Lille,21,1997,14.5,3,0,0,26,11,3,42.3,1.80,0.76,0.12,0.27,1.7,1.7,0.06,+1.3,+1.3,0,1.9,-1.9,25,723,891,81.1,11,33,33.3,561,637,88.1,151,221,68.3,92,760,36,1,31,12,78,8,1,3,0,0,27,21,2,71,24,14,0,0,0,41,65,63.1,43,3,31,65,47.7,34
456,Ibrahim Sangaré,ci CIV,MID,Toulouse,21,1997,23.2,0,0,0,19,4,2,21.1,0.82,0.17,0.00,0.00,1.1,1.1,0.06,-1.1,-1.1,1,1.5,-0.5,22,999,1264,79.0,22,49,44.9,720,829,86.9,257,386,66.6,75,1104,26,4,2,13,119,15,1,7,0,0,45,22,0,20,63,34,1,0,0,37,52,71.2,38,1,80,121,66.1,41
457,Yaya Sanogo,fr FRA,FWD,Toulouse,26,1993,9.2,3,1,1,23,10,0,43.5,2.51,1.09,0.09,0.20,3.6,2.8,0.12,-0.6,-0.8,1,0.3,+0.7,7,118,165,71.5,12,19,63.2,100,138,72.5,6,8,75.0,24,94,1,0,0,0,3,2,0,1,0,0,25,22,5,0,2,6,0,0,0,4,6,66.7,4,0,5,8,62.5,3
458,Morgan Sanson,fr FRA,MID,Marseille,24,1994,23.3,4,0,0,37,11,0,29.7,1.59,0.47,0.11,0.36,3.1,3.1,0.08,+0.9,+0.9,3,3.2,-0.2,27,700,876,79.9,26,50,52.0,551,649,84.9,123,177,69.5,142,687,12,2,7,7,51,18,5,5,0,0,54,44,3,62,42,20,0,0,0,45,73,61.6,48,2,62,105,59.0,43
459,Baptiste Santamaria,fr FRA,MID,Angers,24,1995,25.8,1,0,0,38,11,0,28.9,1.47,0.43,0.03,0.09,1.3,1.3,0.03,-0.3,-0.3,1,0.9,+0.1,9,1035,1246,83.1,15,47,31.9,746,835,89.3,274,364,75.3,114,1014,17,5,0,4,129,9,1,1,0,0,22,31,0,12,53,39,1,0,1,36,52,69.2,39,1,84,150,56.0,66
460,Pablo Sarabia,es ESP,FWD,Paris S-G,27,1992,11.9,3,0,0,29,9,0,31.0,2.43,0.75,0.10,0.33,3.4,3.4,0.12,-0.4,-0.4,3,2.6,+0.4,14,489,626,78.1,11,34,32.4,424,488,86.9,54,104,51.9,507,100,3,4,13,8,47,15,2,1,0,0,14,9,5,42,8,9,0,0,0,9,18,50.0,10,1,16,40,40.0,24
461,Bouna Sarr,gn GUI,DEF,Marseille,27,1992,23.2,1,0,0,28,4,1,14.3,1.20,0.17,0.04,0.25,2.0,2.0,0.07,-1.0,-1.0,3,2.1,+0.9,16,1045,1297,80.6,23,55,41.8,887,1011,87.7,135,231,58.4,116,956,20,3,10,166,68,17,6,3,0,0,23,41,4,100,27,31,1,0,1,51,94,54.3,54,1,54,78,69.2,24
462,Malang Sarr,fr FRA,DEF,Nice,20,1999,14.2,1,0,0,4,1,0,25.0,0.28,0.07,0.25,1.00,0.2,0.2,0.05,+0.8,+0.8,0,0.0,0.0,1,912,1013,90.0,6,13,46.2,635,671,94.6,271,329,82.4,799,147,25,1,0,35,55,2,1,1,0,0,5,8,0,2,6,29,0,0,0,4,5,80.0,4,1,16,36,44.4,20
463,Sidy Sarr,sn SEN,MID,Nîmes,23,1996,11.9,0,0,0,19,6,2,31.6,1.60,0.51,0.00,0.00,1.3,1.3,0.07,-1.3,-1.3,2,1.7,+0.3,10,344,464,74.1,6,19,31.6,234,300,78.0,104,145,71.7,303,69,10,1,0,1,32,4,0,6,0,0,32,8,2,2,25,11,0,0,0,11,14,78.6,11,0,35,57,61.4,22
464,Téji Savanier,fr FRA,MID,Montpellier,27,1991,15.1,4,1,1,24,5,7,20.8,1.59,0.33,0.13,0.60,1.8,1.1,0.04,+2.2,+1.9,2,1.9,+0.1,24,619,829,74.7,15,31,48.4,407,478,85.1,197,320,61.6,124,645,39,2,42,4,81,8,0,4,0,0,36,51,0,75,35,30,0,0,0,23,44,52.3,26,1,57,104,54.8,47
465,Matz Sels,be BEL,GK,Strasbourg,27,1992,26.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.2,-0.2,1,548,816,67.2,1,2,50.0,206,206,100.0,341,608,56.1,49,596,63,1,0,0,10,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,,0,0,0,2,0.0,2
466,Gen Shoji,jp JPN,DEF,Toulouse,26,1992,0.5,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,38,42,90.5,0,0,0,23,24,95.8,15,18,83.3,6,35,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,1,1,100.0,0
467,Kalidou Sidibé,fr FRA,MID,Toulouse,20,1999,1.0,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,40,48,83.3,3,4,75.0,30,34,88.2,7,10,70.0,14,30,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,1,1,100.0,1,0,3,4,75.0,1
468,Theoson Siebatcheu,fr FRA,FWD,Rennes,23,1996,4.8,0,0,0,10,1,0,10.0,2.07,0.21,0.00,0.00,1.0,1.0,0.10,-1.0,-1.0,1,0.6,+0.4,6,78,103,75.7,6,10,60.0,66,83,79.5,6,10,60.0,12,76,0,0,0,0,3,0,0,3,0,0,11,7,1,0,5,1,0,0,0,6,6,100.0,6,1,6,7,85.7,1
469,Kaj Sierhuis,nl NED,FWD,Reims,21,1998,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4,4,100.0,0,0,0,3,3,100.0,1,1,100.0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
470,Adrien Silva,pt POR,MID,Monaco,30,1989,13.5,0,0,0,14,3,4,21.4,1.04,0.22,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5,2,1.4,+0.6,15,719,835,86.1,13,21,61.9,550,612,89.9,156,202,77.2,145,634,44,1,13,2,68,8,0,7,0,0,22,22,0,20,28,12,0,0,0,17,31,54.8,18,0,38,72,52.8,34
471,Gabriel Silva,br BRA,DEF,Saint-Étienne,28,1991,2.6,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,66,99,66.7,1,8,12.5,53,62,85.5,12,29,41.4,49,25,0,0,0,20,3,1,1,0,0,0,3,2,0,4,2,4,0,0,0,0,1,0.0,0,0,5,6,83.3,1
472,Matheus Pereira da Silva,br BRA,MID,Dijon,21,1998,5.2,0,0,0,11,3,0,27.3,2.12,0.58,0.00,0.00,0.6,0.6,0.05,-0.6,-0.6,0,1.1,-1.1,11,176,239,73.6,8,18,44.4,139,165,84.2,29,56,51.8,198,32,6,2,8,2,20,6,1,4,0,0,8,2,1,16,4,6,0,0,0,6,9,66.7,6,1,12,20,60.0,8
473,Thiago Silva,br BRA,DEF,Paris S-G,34,1984,17.5,0,0,0,6,2,0,33.3,0.34,0.11,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,0,0.0,0.0,0,1440,1502,95.9,9,14,64.3,978,1005,97.3,453,483,93.8,135,1300,33,1,0,6,97,5,0,1,0,0,9,10,0,1,21,25,0,0,0,3,7,42.9,4,0,33,39,84.6,6
474,Mohamed Simakan,fr FRA,DEF,Strasbourg,19,2000,16.7,0,0,0,10,3,0,30.0,0.60,0.18,0.00,0.00,0.5,0.5,0.05,-0.5,-0.5,0,0.7,-0.7,11,689,860,80.1,4,17,23.5,464,548,84.7,221,295,74.9,76,623,14,0,0,101,60,6,1,4,0,0,26,40,1,28,28,31,1,2,0,21,30,70.0,24,0,58,75,77.3,17
475,Moses Simon,ng NGA,FWD,Nantes,24,1995,22.2,5,0,0,41,17,0,41.5,1.84,0.76,0.12,0.29,6.7,6.7,0.16,-1.7,-1.7,5,3.2,+1.8,29,459,613,74.9,11,51,21.6,411,481,85.4,37,81,45.7,123,449,5,2,3,15,23,25,8,2,0,0,10,22,7,66,10,7,0,0,0,50,98,51.0,59,1,14,29,48.3,15
476,Ibrahima Sissoko,fr FRA,MID,Strasbourg,21,1997,17.5,0,0,0,15,1,0,6.7,0.86,0.06,0.00,0.00,0.8,0.8,0.05,-0.8,-0.8,1,1.3,-0.3,14,543,655,82.9,11,29,37.9,412,466,88.4,120,160,75.0,89,508,8,0,0,7,51,6,2,5,0,0,39,15,1,19,34,19,0,0,0,14,26,53.8,16,1,49,87,56.3,38
477,Sambou Sissoko,fr FRA,MID,Reims,20,1999,0.3,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,3,6,50.0,0,0,0,3,3,100.0,0,3,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,,0
478,Petar Škuletić,rs SRB,FWD,Montpellier,29,1990,1.1,0,0,1,4,1,0,25.0,3.50,0.87,0.00,0.00,0.9,0.2,0.05,-0.9,-0.2,0,0.1,-0.1,1,17,26,65.4,2,2,100.0,13,21,61.9,2,3,66.7,10,6,0,0,0,0,0,2,0,0,0,0,3,4,0,0,0,0,1,0,0,0,1,0.0,0,0,3,5,60.0,2
479,Islam Slimani,dz ALG,FWD,Monaco,31,1988,13.1,9,1,1,45,19,0,42.2,3.44,1.45,0.18,0.42,10.0,9.2,0.21,-1.0,-1.2,7,4.1,+2.9,27,339,486,69.8,6,27,22.2,280,362,77.3,53,97,54.6,97,332,1,11,0,4,38,23,5,4,1,0,33,16,11,18,7,0,0,0,0,11,24,45.8,13,1,10,18,55.6,8
480,Oumar Solet,fr FRA,DEF,Lyon,19,2000,0.1,0,0,0,0,0,0,0,0.00,0.00,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,4,5,80.0,0,0,0,2,2,100.0,2,3,66.7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
481,Adama Soumaoro,fr FRA,DEF,Lille,27,1992,4.6,1,0,0,4,2,0,50.0,0.87,0.43,0.25,0.50,0.8,0.8,0.21,+0.2,+0.2,0,0.0,0.0,0,328,340,96.5,3,5,60.0,227,234,97.0,98,101,97.0,28,295,7,0,0,1,8,0,0,0,0,0,5,0,0,0,2,5,0,0,0,1,2,50.0,2,0,3,3,100.0,0
482,Boubakary Soumaré,fr FRA,MID,Lille,20,1999,13.4,0,0,0,1,0,0,0.0,0.07,0.00,0.00,0,0.0,0.0,0.02,0.0,0.0,0,0.6,-0.6,11,672,744,90.3,12,19,63.2,484,523,92.5,176,202,87.1,119,592,10,1,0,1,92,5,1,2,2,1,16,10,0,3,17,16,0,0,0,18,20,90.0,19,0,22,40,55.0,18
483,Bryan Soumaré,fr FRA,MID,Dijon,20,1999,4.2,0,0,0,6,4,0,66.7,1.42,0.95,0.00,0.00,0.3,0.3,0.06,-0.3,-0.3,0,0.4,-0.4,5,99,147,67.3,2,8,25.0,78,104,75.0,19,35,54.3,117,18,4,2,12,1,5,5,0,0,0,0,4,8,0,17,7,2,0,0,0,11,16,68.8,11,0,10,15,66.7,5
